interaction_id,pdb_id,structure_title,release_date,resolution,chain_A_id,chain_B_id,interface_area,num_contacts,num_hbonds,num_salt_bridges,source_url
1065,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_F,8viz_D,1152.89 Å²,101,6.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965628/2346799/82398707/2432690
1066,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_D,8viz_G,959.12 Å²,87,4.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965628/2346801/82398708/2432691
1069,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_E,7uuw_F,402.48 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966140/1864707/68773524/2029209
107,5jlf,Structure of the F-actin-tropomyosin complex (Reprocessed),2016-06-15,3.6 Å,5jlf_D,5jlf_B,457.03 Å²,39,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965828/769977/23566348/888845
1070,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_E,7uuw_L,1172.10 Å²,91,5.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966140/1864709/68773529/2029210
1071,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_E,7uuw_Z,717.91 Å²,59,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966140/1864711/68773530/2029211
1074,6iug,Cryo-EM structure of the plant actin filaments from Zea mays pollen,2019-11-06,3.9 Å,6iug_B,6iug_C,471.45 Å²,37,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966652/1513061/57540459/1624086
1075,6iug,Cryo-EM structure of the plant actin filaments from Zea mays pollen,2019-11-06,3.9 Å,6iug_B,6iug_D,1019.10 Å²,84,5.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966652/1513063/57540460/1624087
1080,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_D,8viz_C,411.70 Å²,34,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965629/2346793/82398702/2432687
1081,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_E,8viz_C,1150.00 Å²,97,8.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965629/2346795/82398703/2432688
1085,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_D,7uuw_E,400.38 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966141/1864699/68773516/2029205
1086,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_D,7uuw_F,1155.31 Å²,97,7.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966141/1864701/68773517/2029206
1087,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_D,7uuw_I,718.38 Å²,59,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966141/1864703/68773520/2029207
1088,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_D,7uuw_K,1171.07 Å²,91,5.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966141/1864705/68773521/2029208
1093,6iug,Cryo-EM structure of the plant actin filaments from Zea mays pollen,2019-11-06,3.9 Å,6iug_A,6iug_B,474.00 Å²,38,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966653/1513057/57540455/1624084
1094,6iug,Cryo-EM structure of the plant actin filaments from Zea mays pollen,2019-11-06,3.9 Å,6iug_A,6iug_C,1027.76 Å²,83,5.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966653/1513059/57540456/1624085
1097,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_C,8viz_B,425.67 Å²,37,4.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965630/2346789/82398697/2432685
1098,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_D,8viz_B,1150.86 Å²,93,8.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965630/2346791/82398698/2432686
11,6c1d,High-Resolution Cryo-EM Structures of Actin-bound Myosin States Reveal the Mechanism of Myosin Force Sensing,2018-01-31,3.2 Å,6c1d_E,6c1d_D,461.39 Å²,37,4.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965824/874652/27500356/996646
110,8c4e,F-actin decorated by SipA426-685,2024-01-17,2.6 Å,8c4e_D,8c4e_C,408.94 Å²,37,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966084/2144639/75903833/2262570
1101,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_C,7uuw_D,397.60 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966142/1864691/68773507/2029201
1102,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_C,7uuw_E,1155.40 Å²,97,7.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966142/1864693/68773508/2029202
1103,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_C,7uuw_H,718.54 Å²,59,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966142/1864695/68773511/2029203
1104,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_C,7uuw_Z,1180.23 Å²,92,5.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966142/1864697/68773515/2029204
111,8c4e,F-actin decorated by SipA426-685,2024-01-17,2.6 Å,8c4e_E,8c4e_C,1172.54 Å²,98,9.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966084/2144641/75903834/2262571
1111,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_B,8viz_A,412.33 Å²,38,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965631/2346785/82398691/2432683
1112,8viz,Structure of full-length gelsolin bound to the barbed end of F-actin,2024-10-16,2.6 Å,8viz_C,8viz_A,1189.19 Å²,98,7.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965631/2346787/82398692/2432684
1114,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_B,7uuw_C,399.53 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966143/1864683/68773497/2029197
1115,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_B,7uuw_D,1153.27 Å²,96,8.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966143/1864685/68773498/2029198
1116,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_B,7uuw_G,718.40 Å²,59,4.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966143/1864687/68773501/2029199
1117,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_B,7uuw_I,1175.94 Å²,92,5.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966143/1864689/68773503/2029200
112,8c4e,F-actin decorated by SipA426-685,2024-01-17,2.6 Å,8c4e_C,8c4e_K,317.43 Å²,27,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966084/2144643/75903838/2262572
1125,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_A,7uuw_B,399.16 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966144/1864677/68773486/2029194
1126,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_A,7uuw_C,1156.85 Å²,97,7.0,5.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966144/1864679/68773487/2029195
1127,7uuw,"Cryogenic electron microscopy 3D map of F-actin bound by the Actin Binding Domain of alpha-catenin ortholog, HMP1",2023-01-18,3.4 Å,7uuw_A,7uuw_H,1177.81 Å²,92,5.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966144/1864681/68773492/2029196
113,8c4e,F-actin decorated by SipA426-685,2024-01-17,2.6 Å,8c4e_C,8c4e_M,138.90 Å²,14,,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966084/2144645/75903840/2262573
1131,8thy,Yeast actin A167E mutant rabbit-like,2024-07-31,3.8 Å,8thy_E,8thy_D,380.26 Å²,36,1.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966656/2285717/79570835/2366747
1134,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_D,8rtt_E,385.53 Å²,27,1.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965377/2205271/78416244/2312803
1135,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_D,8rtt_F,1022.85 Å²,93,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965377/2205273/78416248/2312804
1138,9fjo,Structure of the undecorated pointed end of F-actin,2024-09-11,3.0 Å,9fjo_D,9fjo_C,420.36 Å²,34,3.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965633/2317459/80563670/2401561
114,8c4e,F-actin decorated by SipA426-685,2024-01-17,2.6 Å,8c4e_C,8c4e_N,743.27 Å²,70,6.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966084/2144647/75903841/2262574
1143,8thy,Yeast actin A167E mutant rabbit-like,2024-07-31,3.8 Å,8thy_D,8thy_C,376.88 Å²,36,1.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966657/2285713/79570833/2366745
1144,8thy,Yeast actin A167E mutant rabbit-like,2024-07-31,3.8 Å,8thy_E,8thy_C,1097.96 Å²,94,4.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966657/2285715/79570834/2366746
1147,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_D,8rtt_C,434.71 Å²,36,3.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965378/2205267/78416238/2312801
1148,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_C,8rtt_E,773.06 Å²,67,3.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965378/2205269/78416239/2312802
1150,9fjo,Structure of the undecorated pointed end of F-actin,2024-09-11,3.0 Å,9fjo_C,9fjo_B,355.69 Å²,30,1.0,,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965634/2317455/80563668/2401559
1151,9fjo,Structure of the undecorated pointed end of F-actin,2024-09-11,3.0 Å,9fjo_D,9fjo_B,1171.01 Å²,97,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965634/2317457/80563669/2401560
1154,8thy,Yeast actin A167E mutant rabbit-like,2024-07-31,3.8 Å,8thy_C,8thy_B,376.10 Å²,36,1.0,2.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966658/2285709/79570830/2366743
1155,8thy,Yeast actin A167E mutant rabbit-like,2024-07-31,3.8 Å,8thy_D,8thy_B,1097.38 Å²,93,4.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966658/2285711/79570831/2366744
1157,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_C,8rtt_B,401.40 Å²,34,2.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965379/2205263/78416231/2312799
1158,8rtt,Structure of the formin Cdc12 bound to the barbed end of phalloidin-stabilized F-actin.,2024-04-10,3.6 Å,8rtt_D,8rtt_B,1187.49 Å²,98,7.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965379/2205265/78416232/2312800
1159,9fjo,Structure of the undecorated pointed end of F-actin,2024-09-11,3.0 Å,9fjo_B,9fjo_A,326.96 Å²,27,1.0,1.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965635/2317451/80563665/2401557
116,9kbx,CryoEM structure of F-actin bound with GAS2-CH3 domain.,2025-09-10,2.8 Å,9kbx_L,9kbx_A,1117.08 Å²,98,13.0,4.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13966596/2592746/96640791/2705804
1160,9fjo,Structure of the undecorated pointed end of F-actin,2024-09-11,3.0 Å,9fjo_C,9fjo_A,1193.06 Å²,99,5.0,3.0,https://bioinformatics.lt/ppi3d/site/interaction_details/single_sequence/rIiStfbc/1/null/13965635/2317453/80563666/2401558
